           idx          time           r_x           r_y           r_z           v_x           v_y           v_z        d_core       d_shell         T_par         T_env         humid          vw_x          vw_y          vw_z           m_c           m_s           f_x           f_y           f_z          core        active
  1.000000     0.7775142E-02-0.3843663     0.3574439      1.750559      1.645976     0.6514427E-33-0.9610618E-03  5.254050      5.254050      297.1509      300.0000     0.1000000      10.00000      0.000000      0.000000      75941.84      0.000000     0.2831069E-12-0.5049619E-33 0.1382358E-15  1.000000      1.000000    
  2.000000     0.7629356E-03 0.1971010     0.5601886E-01  1.358889     0.8685356E-01-0.9481614-319-0.1662575E-05 0.1722502     0.1722502      294.2663      300.0000     0.1000000      10.00000      0.000000      0.000000      2.675951      0.000000     0.1886512E-16  0.000000    -0.2878589E-21  1.000000      1.000000    
  3.000000     0.5207484E-02 0.2269074    -0.3115071      1.591329      1.130983     0.1609798E-47-0.4493912E-03  3.575484      3.575484      297.9143      300.0000     0.1000000      10.00000      0.000000      0.000000      23933.32      0.000000    -0.1311173E-12-0.8411289E-48-0.3201107E-16  1.000000      1.000000    
  4.000000     0.8005963E-01 0.5870943     0.4354328      3.045944      2.870746     0.5715143E-19-0.2949750E-02  9.246061      9.246061      303.4528      300.0000     0.1000000      10.00000      0.000000      0.000000      413874.8      0.000000    -0.1753708E-11-0.7865153E-19-0.1713039E-14  1.000000      1.000000    
  5.000000     0.3606151E-01 0.3280878     0.5645047      2.191171      2.600657     0.1073673E-22-0.2417803E-02  8.365735      8.365735      305.9760      300.0000     0.1000000      10.00000      0.000000      0.000000      306556.7      0.000000     0.1435296E-11-0.1335262E-22-0.1402090E-14  1.000000      1.000000    
  6.000000     0.2690182E-01-0.5019576    -0.5752674E-01  2.042907     0.1183595     0.5961890-319-0.3616393E-05 0.2749406     0.2749406      298.1799      300.0000     0.1000000      10.00000      0.000000      0.000000      10.88216      0.000000    -0.4813858E-16  0.000000    -0.1469073E-20  1.000000      1.000000    
  7.000000     0.1324927E-01 0.2396443     0.4446095E-01  1.625556      2.667391     0.5507582E-21-0.2544321E-02  8.583246      8.583246      300.7338      300.0000     0.1000000      10.00000      0.000000      0.000000      331095.5      0.000000     0.1511236E-11-0.7029825E-21-0.1475816E-14  1.000000      1.000000    
  8.000000     0.1360070E-01-0.3443650     0.4222900      1.191652      2.098630     0.7578995E-25-0.1569451E-02  6.729428      6.729428      294.1001      300.0000     0.1000000      10.00000      0.000000      0.000000      159563.3      0.000000    -0.9290346E-12-0.7558249E-25-0.4536302E-15  1.000000      1.000000    
  9.000000     0.1039384E-01 0.2890295     0.4267634      1.796581      1.004315    -0.4595243E-59-0.3529809E-03  3.162623      3.162623      302.2270      300.0000     0.1000000      10.00000      0.000000      0.000000      16563.07      0.000000     0.1025291E-12 0.2115607E-59 0.2504507E-16  1.000000      1.000000    
  10.00000     0.1118469E-01 0.4351999E-01 0.3657790      1.190035      1.381748     0.4748885E-39-0.6745385E-03  4.392827      4.392827      307.8870      300.0000     0.1000000      10.00000      0.000000      0.000000      44384.45      0.000000     0.1979528E-12-0.3065446E-39-0.9665662E-16  1.000000      1.000000    
